path_idx,type,color,width,vx,vy
2,s,0.3922|0.7098|0.9647,2.142859935760498,435.3359,361.6328
2,s,0.3922|0.7098|0.9647,2.142859935760498,434.5469,361.6055
2,s,0.3922|0.7098|0.9647,2.142859935760498,433.7617,361.5703
2,s,0.3922|0.7098|0.9647,2.142859935760498,432.9766,361.5273
2,s,0.3922|0.7098|0.9647,2.142859935760498,432.1914,361.4844
2,s,0.3922|0.7098|0.9647,2.142859935760498,431.4102,361.4336
2,s,0.3922|0.7098|0.9647,2.142859935760498,430.6289,361.3789
2,s,0.3922|0.7098|0.9647,2.142859935760498,429.8477,361.3203
2,s,0.3922|0.7098|0.9647,2.142859935760498,429.0664,361.2539
2,s,0.3922|0.7098|0.9647,2.142859935760498,428.2891,361.1836
2,s,0.3922|0.7098|0.9647,2.142859935760498,427.5117,361.1094
2,s,0.3922|0.7098|0.9647,2.142859935760498,426.7344,361.0273
2,s,0.3922|0.7098|0.9647,2.142859935760498,425.9570,360.9453
2,s,0.3922|0.7098|0.9647,2.142859935760498,425.1836,360.8555
2,s,0.3922|0.7098|0.9647,2.142859935760498,424.4102,360.7617
2,s,0.3922|0.7098|0.9647,2.142859935760498,423.6367,360.6680
2,s,0.3922|0.7098|0.9647,2.142859935760498,422.8672,360.5664
2,s,0.3922|0.7098|0.9647,2.142859935760498,422.0938,360.4609
2,s,0.3922|0.7098|0.9647,2.142859935760498,421.3242,360.3555
2,s,0.3922|0.7098|0.9647,2.142859935760498,420.5586,360.2461
2,s,0.3922|0.7098|0.9647,2.142859935760498,419.7891,360.1367
2,s,0.3922|0.7098|0.9647,2.142859935760498,419.0234,360.0234
2,s,0.3922|0.7098|0.9647,2.142859935760498,418.2578,359.9062
2,s,0.3922|0.7098|0.9647,2.142859935760498,417.4922,359.7891
2,s,0.3922|0.7098|0.9647,2.142859935760498,416.7305,359.6719
2,s,0.3922|0.7098|0.9647,2.142859935760498,415.9688,359.5547
2,s,0.3922|0.7098|0.9647,2.142859935760498,415.2070,359.4375
2,s,0.3922|0.7098|0.9647,2.142859935760498,414.4453,359.3203
2,s,0.3922|0.7098|0.9647,2.142859935760498,413.6875,359.2031
2,s,0.3922|0.7098|0.9647,2.142859935760498,412.9297,359.0859
2,s,0.3922|0.7098|0.9647,2.142859935760498,412.1719,358.9727
2,s,0.3922|0.7098|0.9647,2.142859935760498,411.4141,358.8594
2,s,0.3922|0.7098|0.9647,2.142859935760498,410.6602,358.7500
2,s,0.3922|0.7098|0.9647,2.142859935760498,409.9062,358.6406
2,s,0.3922|0.7098|0.9647,2.142859935760498,409.1523,358.5352
2,s,0.3922|0.7098|0.9647,2.142859935760498,408.3984,358.4297
2,s,0.3922|0.7098|0.9647,2.142859935760498,407.6484,358.3320
2,s,0.3922|0.7098|0.9647,2.142859935760498,406.8984,358.2344
2,s,0.3922|0.7098|0.9647,2.142859935760498,406.1484,358.1406
2,s,0.3922|0.7098|0.9647,2.142859935760498,405.3984,358.0508
2,s,0.3922|0.7098|0.9647,2.142859935760498,404.6523,357.9648
2,s,0.3922|0.7098|0.9647,2.142859935760498,403.9062,357.8867
2,s,0.3922|0.7098|0.9647,2.142859935760498,403.1602,357.8086
2,s,0.3922|0.7098|0.9647,2.142859935760498,402.4141,357.7344
2,s,0.3922|0.7098|0.9647,2.142859935760498,401.6719,357.6641
2,s,0.3922|0.7098|0.9647,2.142859935760498,400.9297,357.5977
2,s,0.3922|0.7098|0.9647,2.142859935760498,400.1875,357.5352
2,s,0.3922|0.7098|0.9647,2.142859935760498,399.4453,357.4727
